时间戳,横滚角(°),俯仰角(°),航向角(°),加速度X(m/s²),加速度Y(m/s²),加速度Z(m/s²),角速度X(rad/s),角速度Y(rad/s),角速度Z(rad/s),地磁X(μT),地磁Y(μT),地磁Z(μT),纬度(°),经度(°),GPS高度(米),GPS地速(m/s),GPS航向角(°),GPS卫星数,气压高度(米),气压(hPa),气温(℃),测距传感器(米),电压(V),电流(A),剩余电量(%),油门(0-100),空速(m/s),地速(m/s),爬升率(m/s),当前方向(°),是否解锁,飞行模式
2025-07-21 14:59:59,-16,-42,354,3.558077,1.620618,-4.603616,0.8184488,0.02004107,0.0008738316,-41,49,-41,24.0844250724113,120.032409186956,457,18,71,11,370,1007,16,5,11.06613,4.559799,87,87,9,4,3.799157,8,False,LOITER
2025-07-21 14:59:59,-76,-13,154,-2.8288,2.971178,-1.325222,0.9141181,0.9327893,0.2113453,24,-48,-21,24.0655674064837,120.039126096358,146,15,88,13,407,1010,22,5,10.26648,3.715527,90,73,1,19,3.933848,200,True,LOITER
2025-07-21 14:59:59,-44,86,292,4.123271,1.702086,-0.8612437,0.1069719,0.1178602,0.5802958,-22,21,3,24.0615288650904,120.039262915793,107,17,187,10,53,1004,15,9,11.03206,2.217755,60,29,13,6,0.3167294,106,True,LOITER
2025-07-21 14:59:59,-64,27,49,2.611573,-1.832294,3.442204,0.4789338,0.6237723,0.3536354,-37,19,-27,24.0222181901905,120.012895703415,469,10,126,11,428,1011,15,7,10.63333,1.066216,31,46,7,6,1.875605,261,True,LOITER
2025-07-21 15:00:00,-81,-39,125,0.6527349,3.748852,-0.2287173,0.6314718,0.8982524,0.03316974,-46,45,25,24.0101585063199,120.070256375973,355,5,113,11,388,1006,19,2,11.48799,2.701655,46,33,18,8,4.273109,171,False,LOITER
2025-07-21 15:00:00,-46,22,123,1.395583,4.488827,3.732824,0.5636836,0.06493932,0.04082367,21,29,32,24.050962794689,120.043573260421,462,4,183,11,84,1001,19,6,10.77962,0.8565596,84,54,16,1,2.680316,198,False,LOITER
2025-07-21 15:00:00,-83,10,311,2.108654,-3.728837,2.583604,0.0630055,0.7630681,0.4205675,25,10,23,24.0617789195207,120.083181548344,191,4,37,10,61,1008,22,7,10.84602,2.717536,65,23,3,15,2.039831,23,False,LOITER
2025-07-21 15:00:00,5,-3,192,2.476283,-2.336401,1.441538,0.7248672,0.7977263,0.4567182,-6,33,24,24.0302398417286,120.00278633223,430,15,122,9,153,1014,18,4,10.27595,1.70303,35,13,6,1,4.449495,211,False,LOITER
2025-07-21 15:00:00,-27,-26,102,-4.239559,-2.523006,-4.164342,0.08418717,0.1173921,0.5902115,-13,24,16,24.0966563583802,120.000472738687,469,2,185,12,232,1016,14,1,10.72149,4.546939,11,35,3,7,0.6625835,115,True,LOITER
2025-07-21 15:00:01,73,66,63,-0.1565432,-1.081225,-4.830707,0.9518192,0.6139743,0.6884573,-25,-16,21,24.0324239157291,120.081159123676,372,3,120,9,6,1016,14,4,11.50806,4.713938,25,99,7,19,4.485302,320,True,LOITER
2025-07-21 15:00:01,87,-42,257,3.366351,2.967545,2.898871,0.5203817,0.5467144,0.1036811,6,-33,27,24.0577107038152,120.098180368402,192,0,35,8,89,1017,24,2,11.03173,1.967299,48,11,4,4,1.983836,230,True,LOITER
2025-07-21 15:00:01,39,53,202,-1.384693,-0.5168499,1.091756,0.9749562,0.9485403,0.3815229,31,37,40,24.0242498393749,120.009618999581,323,3,345,13,479,1005,18,7,10.06442,3.611305,86,75,6,7,3.402577,200,False,LOITER
2025-07-21 15:00:01,-64,-7,205,-0.4189619,4.782279,-4.843359,0.6202729,0.9367602,0.4273288,-38,-8,29,24.0042241983135,120.009960414567,104,5,107,13,469,1005,15,4,10.72513,2.020522,99,76,16,9,3.48077,103,True,LOITER
2025-07-21 15:00:01,-42,58,189,2.220541,-0.5328121,1.710049,0.6380862,0.6697404,0.1612603,-16,43,3,24.0155444369258,120.01655057893,460,19,224,11,239,1000,17,7,10.56619,4.638382,71,10,3,9,1.059643,63,False,LOITER
2025-07-21 15:00:02,-47,-65,180,-3.453041,4.721814,0.1646821,0.37755,0.7630133,0.6023604,15,-34,27,24.0932193766782,120.043019498672,453,4,85,5,388,1004,22,2,10.52648,0.5154223,52,54,11,0,1.732246,181,False,LOITER
2025-07-21 15:00:02,-8,87,77,1.912455,-1.084798,1.540473,0.01080985,0.9479439,0.4734994,-26,39,37,24.0365150222259,120.035294526972,481,7,179,13,446,1018,15,4,11.91991,1.421269,2,87,7,12,2.148751,330,False,LOITER
2025-07-21 15:00:02,-16,-73,172,2.076017,2.932762,2.158164,0.7389495,0.515364,0.5530717,-28,-37,-20,24.0971418538118,120.094723378585,170,17,270,10,95,1002,13,5,11.14965,3.995003,2,2,18,13,2.575007,92,False,LOITER
2025-07-21 15:00:02,3,9,316,-0.237181,2.776908,3.850314,0.6453435,0.1698697,0.6350832,25,-22,-16,24.0701001518267,120.024905102572,66,19,121,11,489,1012,10,3,11.63551,0.8095736,96,52,13,13,3.842273,282,False,LOITER
2025-07-21 15:00:02,-90,-37,304,1.128193,2.477039,-4.064065,0.4709519,0.5632321,0.01305637,-40,-11,5,24.0342084060117,120.091582948385,56,17,197,13,18,1011,24,5,11.21512,1.593727,27,73,14,10,1.268859,73,True,LOITER
2025-07-21 15:00:03,-18,63,247,-2.108252,-4.572579,3.561511,0.6362317,0.3850604,0.8949447,36,-39,46,24.0543377739165,120.067038422714,340,9,88,13,325,1002,21,7,10.37718,0.4263972,46,68,10,6,0.05165103,135,True,LOITER
2025-07-21 15:00:03,-35,55,52,4.923937,2.050581,1.54504,0.6266547,0.07047738,0.01767291,41,0,-36,24.0729035252579,120.086657947249,285,1,233,10,130,1009,19,6,10.14549,0.8201068,66,66,12,16,1.764833,118,False,LOITER
2025-07-21 15:00:03,-23,3,326,3.096326,-3.437684,-1.014609,0.6779906,0.976712,0.8211668,11,27,13,24.0217450631884,120.029154514907,295,9,78,13,312,1017,21,7,11.81572,1.474828,70,73,19,6,0.2112862,18,True,LOITER
2025-07-21 15:00:03,39,33,219,-3.703397,1.240771,3.209027,0.05694687,0.4149639,0.6656445,47,12,-6,24.0850394595345,120.088340129791,485,17,314,5,101,1007,23,7,10.9046,2.843745,62,60,12,2,2.099166,150,False,LOITER
2025-07-21 15:00:03,78,48,294,-4.37942,4.447953,1.071204,0.1618848,0.9667554,0.6386515,-34,-3,45,24.0907373267648,120.011314539756,154,1,148,12,440,1002,13,8,11.33721,4.342435,99,23,0,10,0.07336684,74,True,LOITER
2025-07-21 15:00:04,89,-46,221,1.870386,1.715728,-4.677636,0.8213433,0.02645919,0.2481737,21,-39,6,24.0221847561757,120.045515237304,383,10,164,8,275,1004,15,5,10.61876,0.5505116,9,10,18,1,3.547353,203,True,LOITER
